RefseqId	GeneId	Chrom	TxStart	TxEnd	Strand	RpkmCondition1	RpkmCondition2	baseMean	log2FoldChange	pvalue	padj	'-LOG10(pval)'	'-LOG10(padj)'
NM_007633	Ccne1	chr7	38097983	38107490	-	5.94e+00	5.89e+00	203.851024501973	0.0938691864257314	0.885702429374659	0.999926082898195	5.27e-02	3.21e-05
NM_007655	Cd79a	chr7	24897496	24901858	+	6.22e-01	9.75e-01	14.0422607267433	-0.55436447344081	0.617886324821224	0.999926082898195	2.09e-01	3.21e-05
NM_007677	Psg17	chr7	18813936	18821591	-	0.00e+00	1.17e-02	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NM_007710	Ckm	chr7	19411093	19421583	+	3.76e-02	1.11e-01	1.83095575585363	-1.48176807621121	0.598341442544397	1	2.23e-01	0.00e+00
NM_007751	Cox8b	chr7	140898941	140900446	-	1.68e-01	0.00e+00	0.543085837437415	2.53355313930667	0.603809513189908	1	2.19e-01	0.00e+00
NM_007812	Cyp2a5	chr7	26835338	26843264	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007813	Cyp2b13	chr7	26061494	26096196	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007814	Cyp2b19	chr7	26757141	26772630	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007817	Cyp2f2	chr7	27119954	27133660	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007856	Dhcr7	chr7	143823166	143848410	+	1.67e+01	1.90e+01	889.562522671806	-0.086536711636319	0.838953494666506	0.999926082898195	7.63e-02	3.21e-05
NM_007866	Dll3	chr7	28293554	28301785	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007878	Drd4	chr7	141292017	141296464	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007887	Usp17la	chr7	104857015	104862667	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007959	Etv2	chr7	30633615	30635852	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_007991	Fbl	chr7	28169747	28179269	+	1.81e+01	3.20e+01	510.723700286547	-0.69780285476797	0.256407101952869	0.999926082898195	5.91e-01	3.21e-05
NM_008003	Fgf15	chr7	144896531	144900951	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008007	Fgf3	chr7	144838611	144843348	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008055	Fzd4	chr7	89404365	89410110	+	1.85e-02	6.60e-03	0.856139464789485	1.45168375819923	0.748930685486316	1	1.26e-01	0.00e+00
NM_008074	Gabrg3	chr7	56716462	57387215	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008155	Gpi1	chr7	34201326	34230336	-	9.21e+01	1.23e+02	5476.1110285932	-0.307699207299869	0.454879454226202	0.999926082898195	3.42e-01	3.21e-05
NM_008172	Grin2d	chr7	45832482	45866681	-	2.46e-01	4.10e-01	25.1716090795794	-0.648765489427383	0.474205218843815	0.999926082898195	3.24e-01	3.21e-05
NM_008219	Hbb-bh1	chr7	103841637	103843162	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008220	Hbb-bt	chr7	103812523	103813923	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008221	Hbb-y	chr7	103851753	103853207	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008257	Hmx3	chr7	131542962	131544931	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008260	Foxa3	chr7	19013282	19023539	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008411	Cuzd1	chr7	131308553	131322292	-	0.00e+00	1.59e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NM_008434	Kcnq1	chr7	143107253	143427042	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008437	Napsa	chr7	44572444	44586846	+	3.08e-02	1.31e-01	2.08399820448299	-1.89688571809466	0.503829007864252	1	2.98e-01	0.00e+00
NM_008454	Klk1b16	chr7	44137289	44141610	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008456	Klk1b5	chr7	44216473	44220703	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008457	Klk1b8	chr7	43950665	43954944	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008486	Anpep	chr7	79821802	79848210	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008496	Lgals7	chr7	28864385	28866284	+	3.82e-01	0.00e+00	2.11297669782035	4.50951072744056	0.147255429558245	1	8.32e-01	0.00e+00
NM_008497	Lhb	chr7	45420945	45421854	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008554	Ascl2	chr7	142966821	142969264	-	0.00e+00	2.23e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NM_008557	Fxyd3	chr7	31070534	31076697	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008588	Mesp1	chr7	79792240	79793590	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008589	Mesp2	chr7	79810726	79813431	+	0.00e+00	1.26e-02	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NM_008654	Ppp1r15a	chr7	45522916	45526268	-	3.06e+02	2.64e+02	11883.665695415	0.330675700055763	0.4346388729308	0.999926082898195	3.62e-01	3.21e-05
NM_008693	Klk1b3	chr7	44198190	44202351	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008718	Npas1	chr7	16455720	16476780	-	2.40e-01	3.12e-01	10.1268977255482	-0.302702486066254	0.815261773180064	0.999926082898195	8.87e-02	3.21e-05
NM_008746,NM_182809	Ntrk3	chr7	78192113	78577838	-	4.84e+00	6.22e+00	359.575159388295	-0.244077384012934	0.584097725317126	0.999926082898195	2.34e-01	3.21e-05
NM_008748	Dusp8	chr7	142079486	142095284	-	4.72e-03	2.52e-02	1.25121879339757	-2.1579048676109	0.581038151687137	1	2.36e-01	0.00e+00
NM_008803	Pde8a	chr7	81213264	81334535	+	3.50e+00	1.23e+00	176.03571630589	1.61005502043814	0.00316950375106884	0.108260665915869	2.50e+00	9.66e-01
NM_008817	Peg3	chr7	6705959	6730419	-	0.00e+00	1.08e-02	0.616388087474713	-2.76671006671712	0.57042491395868	1	2.44e-01	0.00e+00
NM_008820	Pepd	chr7	34912406	35044708	+	2.24e+01	3.39e+01	915.435694725863	-0.499373800335145	0.256540618125446	0.999926082898195	5.91e-01	3.21e-05
NM_008887	Phox2a	chr7	101818312	101822726	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_008967	Ptgir	chr7	16906489	16910905	+	3.02e+00	1.69e+00	139.469573136224	0.927415035222285	0.144911798525091	0.999926082898195	8.39e-01	3.21e-05
NM_009028	Rasl2-9	chr7	5124941	5125950	-	1.05e-01	0.00e+00	0.975868484658823	3.39150630160853	0.422545471496077	1	3.74e-01	0.00e+00
NM_009077	Rpl18	chr7	45718070	45720835	+	1.07e+02	2.52e+02	2125.5507174576	-1.12801371445598	0.0458766242926222	0.658985740144634	1.34e+00	1.81e-01
NM_009081	Rpl28	chr7	4792964	4794547	+	0.00e+00	1.21e-01	0.51515953769473	-2.52515262633076	0.605748965236826	1	2.18e-01	0.00e+00
NM_009092	Rps17	chr7	81342732	81345234	-	4.80e-02	1.03e-01	0.63032231152545	-0.848544675269961	0.862698095202663	1	6.41e-02	0.00e+00
NM_009095	Rps5	chr7	12922310	12926686	+	2.44e+03	3.05e+03	36055.1052033118	-0.199177416991084	0.712205576396027	0.999926082898195	1.47e-01	3.21e-05
NM_009103	Rrm1	chr7	102441694	102469771	+	1.09e+01	1.29e+01	840.279679163568	-0.137889406181191	0.743664889141066	0.999926082898195	1.29e-01	3.21e-05
NM_009109	Ryr1	chr7	29003339	29125151	-	1.09e-02	3.45e-02	6.05416161156882	-1.5920077977688	0.333377676178883	1	4.77e-01	0.00e+00
NM_009123	Nkx1-2	chr7	132596238	132599637	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009131	Clec11a	chr7	44303765	44306959	-	4.27e-02	1.18e-01	2.72339515644446	-1.40571706012774	0.556976002493967	1	2.54e-01	0.00e+00
NM_009156	Selenow	chr7	15917207	15922371	-	2.25e+02	2.98e+02	3262.94423523278	-0.282902573617995	0.596353722685141	0.999926082898195	2.24e-01	3.21e-05
NM_009181	St8sia2	chr7	73939119	74013682	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009201	Slc1a5	chr7	16781345	16798274	+	9.22e+01	1.01e+02	4695.40953579035	-0.0430286233692689	0.933951504713324	0.999926082898195	2.97e-02	3.21e-05
NM_009224,NR_126538,NR_126539	Snrnp70	chr7	45376453	45395742	-	1.97e+02	1.94e+02	9882.81938813651	-0.00664586798837673	0.986754364292297	0.999926082898195	5.79e-03	3.21e-05
NM_009266	Sephs2	chr7	127271878	127274059	-	1.27e+01	1.78e+01	586.588439209307	-0.385447273574191	0.387280519901143	0.999926082898195	4.12e-01	3.21e-05
NM_009286	Sult2a2	chr7	13733505	13779637	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009294	Stx4a	chr7	127841807	127848965	+	6.46e+01	7.14e+01	1633.92148321697	-0.0388835827647737	0.925765509185545	0.999926082898195	3.35e-02	3.21e-05
NM_009302	Swap70	chr7	110221702	110283506	+	1.87e+00	1.02e+00	104.394908498224	0.975810483598158	0.119983631391701	0.999926082898195	9.21e-01	3.21e-05
NM_009377	Th	chr7	142892778	142899995	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009381	Thrsp	chr7	97412932	97417550	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009402	Pglyrp1	chr7	18884689	18890438	+	9.44e+00	2.55e+00	74.0724710564561	1.98202192940531	0.00635213133359337	0.176514808498764	2.20e+00	7.53e-01
NM_009405	Tnni2	chr7	142441815	142444410	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009406	Tnni3	chr7	4518304	4522528	-	5.83e-02	4.88e-01	4.29650810575248	-2.96106523161717	0.153416235791006	1	8.14e-01	0.00e+00
NM_009431	Ctr9	chr7	111028950	111056377	+	1.79e+01	1.71e+01	1339.7362954225	0.175442045761029	0.669868738551367	0.999926082898195	1.74e-01	3.21e-05
NM_009434	Phlda2	chr7	143501547	143502524	-	1.34e-01	9.90e-02	1.54161337142294	0.531278886870611	0.867959432158346	1	6.15e-02	0.00e+00
NM_009438	Rpl13a	chr7	45125562	45128745	-	1.33e+03	1.97e+03	29974.9495633523	-0.440486756823839	0.407436686810525	0.999926082898195	3.90e-01	3.21e-05
NM_009464	Ucp3	chr7	100472990	100486432	+	3.10e-02	9.33e-02	2.65922677254164	-1.44675560160528	0.544587254534605	1	2.64e-01	0.00e+00
NM_009475	Prap1	chr7	140093395	140097203	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009482	Utf1	chr7	139943855	139945112	+	1.90e-01	5.19e-02	2.57298464040707	2.0221746004363	0.412980492729244	1	3.84e-01	0.00e+00
NM_009489	Vmn2r37	chr7	9205548	9223653	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009490	Vmn2r30	chr7	7312273	7337493	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009493	Vmn2r42	chr7	8183268	8200320	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009512	Slc27a5	chr7	12988345	12998192	-	1.83e-01	1.25e-01	6.38255147172636	0.629956040332511	0.691978203709771	1	1.60e-01	0.00e+00
NM_009553	Zscan2	chr7	80862107	80876513	+	1.22e+01	9.19e+00	435.756456637778	0.512153685356003	0.248202173197966	0.999926082898195	6.05e-01	3.21e-05
NM_009560,NM_029531	Zfp60	chr7	27731408	27751689	+	3.51e+00	4.44e+00	275.221316623337	-0.223211022288812	0.669000100749918	0.999926082898195	1.75e-01	3.21e-05
NM_009561	Zfp61	chr7	24291045	24299549	-	4.44e+00	5.03e+00	196.379393086476	-0.079309932868818	0.874480546267537	0.999926082898195	5.82e-02	3.21e-05
NM_009577	Zik1	chr7	10487223	10495381	-	4.17e-01	5.88e-01	37.246850878711	-0.378203532786265	0.623603311689607	0.999926082898195	2.05e-01	3.21e-05
NM_009596	Scgb1b27	chr7	34021480	34022881	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009627	Adm	chr7	110627656	110629820	+	2.34e-01	1.13e-01	4.37671510089539	1.14930321810362	0.545820173148907	1	2.63e-01	0.00e+00
NM_009682	Ap3s2	chr7	79875324	79920640	-	4.88e+00	5.97e+00	555.752082592059	-0.191858738222794	0.677953679630188	0.999926082898195	1.69e-01	3.21e-05
NM_009697,NM_183261	Nr2f2	chr7	70351949	70360593	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009710	Art1	chr7	102101742	102111148	+	3.75e-02	2.47e-01	3.47766291871781	-2.6212116523791	0.233553545492008	1	6.32e-01	0.00e+00
NM_009728	Atp10a	chr7	58658201	58829426	+	1.03e+01	1.33e+01	1134.51939938838	-0.275900045494629	0.59617480452706	0.999926082898195	2.25e-01	3.21e-05
NM_009739	Bckdk	chr7	127904072	127909664	+	1.45e+01	1.50e+01	744.843516875029	0.0501890839844939	0.907880351143973	0.999926082898195	4.20e-02	3.21e-05
NM_009760	Bnip3	chr7	138890835	138909506	-	6.40e-01	1.05e+00	26.1298571068772	-0.579301420178814	0.510003168537489	0.999926082898195	2.92e-01	3.21e-05
NM_009795	Capns1	chr7	30186933	30195153	-	1.26e+02	1.29e+02	3487.54157533379	0.0834095267932112	0.851067358897838	0.999926082898195	7.00e-02	3.21e-05
NM_009884	Cebpg	chr7	35046421	35056566	-	5.87e+00	7.60e+00	558.949916192247	-0.268518581263554	0.534133496961353	0.999926082898195	2.72e-01	3.21e-05
NM_009906	Tpp1	chr7	105744815	105752235	-	2.90e+01	3.51e+01	2016.35978296268	-0.163529957264173	0.69104314708525	0.999926082898195	1.60e-01	3.21e-05
NM_009943	Cox6a2	chr7	128205434	128206366	-	0.00e+00	3.69e-02	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NM_009944	Cox7a1	chr7	30184170	30186030	+	7.26e-01	9.56e-01	5.42939988803545	-0.294923553093402	0.859461828351451	1	6.58e-02	0.00e+00
NM_009983	Ctsd	chr7	142375909	142387827	-	1.66e+02	1.51e+02	5386.92742052554	0.24490589254487	0.565603518663222	0.999926082898195	2.47e-01	3.21e-05
NM_009997	Cyp2a4	chr7	26307191	26315088	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_009999	Cyp2b10	chr7	25897657	25926624	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010000	Cyp2b9	chr7	26173408	26210660	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010089	Usp17lc	chr7	103416695	103419174	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010114	Klk1b22	chr7	44112672	44116922	+	1.06e+00	3.71e+00	35.6623957086667	-1.64088755537991	0.636989155762556	0.999926082898195	1.96e-01	3.21e-05
NM_010115	Egfbp2	chr7	44012696	44016968	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010116	Klk1b9	chr7	43976060	43980376	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010155	Erf	chr7	25242559	25250758	-	1.03e+01	5.58e+00	500.108145487164	0.994033451314341	0.0277104158796047	0.480941486832135	1.56e+00	3.18e-01
NM_010175	Fadd	chr7	144578322	144582441	-	5.38e+00	6.02e+00	290.235383807586	-0.0538187530806347	0.906661187379099	0.999926082898195	4.26e-02	3.21e-05
NM_010176	Fah	chr7	84585158	84605942	-	9.68e-01	3.21e+00	57.6165281691297	-1.61012268225788	0.0155638166071214	0.322924601712101	1.81e+00	4.91e-01
NM_010183	Fbrs	chr7	127478957	127491500	+	4.87e+01	4.09e+01	3499.84350684278	0.349635047266622	0.475531980909556	0.999926082898195	3.23e-01	3.21e-05
NM_010194	Fes	chr7	80377757	80387946	-	7.42e-02	7.85e-02	3.75025803103119	0.050117893697727	0.979784015323315	1	8.87e-03	0.00e+00
NM_010202	Fgf4	chr7	144861385	144865245	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010215	Il4i1	chr7	44836287	44840809	+	2.86e-01	2.55e-01	9.81478058850835	0.242122496827333	0.866250982644497	0.999926082898195	6.24e-02	3.21e-05
NM_010240	Ftl1	chr7	45457943	45459886	-	1.43e+02	1.61e+02	2615.88980034956	-0.0541816481819395	0.913681225546262	0.999926082898195	3.92e-02	3.21e-05
NM_010261	Rabac1	chr7	24969749	24972728	-	1.42e+02	2.77e+02	3211.88420662822	-0.848718241549289	0.12280058646936	0.999926082898195	9.11e-01	3.21e-05
NM_010320	Gng8	chr7	16891785	16895435	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010473	Hrc	chr7	45335268	45338972	+	9.36e-03	0.00e+00	0.216391323610704	1.33732002476953	0.788669263383526	1	1.03e-01	0.00e+00
NM_010513	Igf1r	chr7	67952256	68233667	+	3.29e+00	5.29e+00	902.588311128627	-0.589853737552505	0.211094850194471	0.999926082898195	6.76e-01	3.21e-05
NM_010596	Kcna7	chr7	45405959	45411382	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010640	Klk1b11	chr7	43995876	43999875	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010642	Klk1b21	chr7	44102291	44106583	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010643	Klk1b24	chr7	44188235	44192451	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010644	Klk1b26	chr7	44012677	44016969	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010645	Klk1b1	chr7	43966750	43971318	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010689	Lat	chr7	126363827	126369568	-	6.23e+02	4.19e+02	11809.5152333626	0.682358211307048	0.0980530351199888	0.999926082898195	1.01e+00	3.21e-05
NM_010706	Lgals4	chr7	28833793	28841703	+	9.56e+00	1.26e+01	281.195305444199	-0.294278355268879	0.57335730123734	0.999926082898195	2.42e-01	3.21e-05
NM_010707	Lgals6	chr7	28834169	28841700	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010826,NM_194464	Mrvi1	chr7	110868257	110946187	-	8.96e-01	2.52e-01	63.0636169047522	1.98195519289618	0.00389541343473408	0.126789772460181	2.41e+00	8.97e-01
NM_010844	Muc5ac	chr7	141788967	141819227	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010866	Myod1	chr7	46376473	46379092	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010882	Ndn	chr7	62348276	62349927	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010900	Nfatc2ip	chr7	126382853	126396737	-	7.64e+00	8.52e+00	483.717311831831	-0.0573374780340575	0.900052235170701	0.999926082898195	4.57e-02	3.21e-05
NM_010915	Klk1b4	chr7	44207432	44211754	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_010950	Numbl	chr7	27258760	27282150	+	7.45e-01	1.19e+00	46.5123391837409	-0.567430136136493	0.430468879090801	0.999926082898195	3.66e-01	3.21e-05
NM_010983	Olfr2	chr7	107000874	107002605	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011010	Omp	chr7	98143358	98145447	-	1.46e-02	1.16e-02	0.478508412676081	0.138382068012666	0.977761575272141	1	9.77e-03	0.00e+00
NM_011055	Pde3b	chr7	114415253	114537937	+	3.04e+01	7.88e+00	1843.81404794031	2.06338227217826	2.99521389411097e-06	0.00031994330232549	5.52e+00	3.49e+00
NM_011068,NR_153403	Pex11a	chr7	79735957	79743131	-	2.76e-01	6.07e-01	17.0593304017794	-1.10487018589803	0.327113942701911	0.999926082898195	4.85e-01	3.21e-05
NM_011083	Pik3c2a	chr7	116337275	116443458	-	7.45e+00	6.34e+00	993.845933510395	0.357897615747924	0.465652563991062	0.999926082898195	3.32e-01	3.21e-05
NM_011088	Pira11	chr7	3838153	3898093	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011089	Pira2	chr7	3836809	3845051	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011090,NR_028115	Lilra6	chr7	3908279	3915501	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011091	Pira4	chr7	3838125	3898092	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011094	Pira7	chr7	3838120	3898120	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011113	Plaur	chr7	24462482	24475968	+	2.92e+00	3.23e-02	41.0568526024733	6.40615026352699	5.36501779167168e-07	7.59505530748702e-05	6.27e+00	4.12e+00
NM_011121	Plk1	chr7	122159434	122169884	+	2.35e+00	2.75e+00	99.2151819615987	-0.140090995447026	0.834396706772106	0.999926082898195	7.86e-02	3.21e-05
NM_011131	Pold1	chr7	44532743	44548815	-	1.21e+01	1.19e+01	727.0926585624	0.124539493772431	0.794067507336252	0.999926082898195	1.00e-01	3.21e-05
NM_011155	Ppp5c	chr7	17004640	17027914	-	4.07e+01	4.51e+01	1568.50089990394	-0.0507894107720052	0.908726728003884	0.999926082898195	4.16e-02	3.21e-05
NM_011247,NM_175023	Rbbp6	chr7	122970563	123002572	+	3.67e+01	3.10e+01	3571.27334129372	0.415209569707534	0.338474642686886	0.999926082898195	4.70e-01	3.21e-05
NM_011274	Uri1	chr7	37959991	38019552	-	1.81e+01	2.33e+01	1263.78978864062	-0.249181619358298	0.556096284571712	0.999926082898195	2.55e-01	3.21e-05
NM_011288	Mrpl23	chr7	142533031	142540744	+	7.95e-02	1.97e-01	1.61948186749885	-1.19643918999311	0.686144084505212	1	1.64e-01	0.00e+00
NM_011304	Ruvbl2	chr7	45421897	45434464	-	3.59e+01	4.27e+01	1163.71348883385	-0.141464181154953	0.735699348559524	0.999926082898195	1.33e-01	3.21e-05
NM_011315	Saa3	chr7	46711997	46715676	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011316	Saa4	chr7	46727991	46732603	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011322	Scn1b	chr7	31116523	31127023	-	4.77e-02	1.75e-01	3.0776661548538	-1.74910751711509	0.432389188045732	1	3.64e-01	0.00e+00
NM_011326	Scnn1g	chr7	121734478	121768482	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011383	Six5	chr7	19094543	19098345	+	1.70e-01	3.09e-01	12.0269406746178	-0.742428719244848	0.530126964988065	0.999926082898195	2.76e-01	3.21e-05
NM_011421	Smpd1	chr7	105554359	105558389	+	1.33e+01	1.57e+01	617.569551124229	-0.141061315879985	0.750554345354591	0.999926082898195	1.25e-01	3.21e-05
NM_011528	Taldo1	chr7	141392159	141402976	+	8.80e+01	1.13e+02	2263.9746122506	-0.259437771011014	0.560999625175014	0.999926082898195	2.51e-01	3.21e-05
NM_011538	Tbx6	chr7	126781482	126785548	+	8.08e+00	3.00e+00	172.527858479744	1.55398104226224	0.00316404997149562	0.108260665915869	2.50e+00	9.66e-01
NM_011577	Tgfb1	chr7	25687001	25705077	+	8.57e+01	4.88e+01	2618.32307234299	0.91406471446303	0.0401189571702992	0.603582262165193	1.40e+00	2.19e-01
NM_011588	Trim28	chr7	13024151	13031032	+	7.53e+01	7.73e+01	4370.59846622518	0.0561971633502452	0.90484007893453	0.999926082898195	4.34e-02	3.21e-05
NM_011644,NR_104582	Xntrpc	chr7	102071218	102096864	+	9.05e-01	6.10e-01	64.8452928538102	0.793721996580838	0.861993984762965	0.999926082898195	6.45e-02	3.21e-05
NM_011662	Tyrobp	chr7	30413781	30417579	+	3.98e-02	4.25e-02	0.423356817568077	-0.0273041444921854	0.995621029411021	1	1.91e-03	0.00e+00
NM_011671	Ucp2	chr7	100493357	100499629	+	4.65e+02	5.62e+02	14290.458834225	-0.172920219332322	0.683594158140143	0.999926082898195	1.65e-01	3.21e-05
NM_011680	Usf2	chr7	30945247	30956803	-	4.79e+01	3.84e+01	1860.47359529508	0.425323780912059	0.302062867091295	0.999926082898195	5.20e-01	3.21e-05
NM_011698	Lin7b	chr7	45367890	45370564	-	1.59e-01	5.02e-02	1.33921412350418	1.85727153598913	0.595872847406146	1	2.25e-01	0.00e+00
NM_011746	Mkrn3	chr7	62417592	62420153	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011756	Zfp36	chr7	28376783	28379228	-	3.32e+02	1.51e+02	7718.12452520099	1.2505310839261	0.00473560198424173	0.146429798196948	2.32e+00	8.34e-01
NM_011762	Zfp59	chr7	27838583	27856774	+	1.63e+00	1.90e+00	118.728009425518	-0.112020346268394	0.840267525233852	0.999926082898195	7.56e-02	3.21e-05
NM_011769	Zim1	chr7	6675442	6696432	-	8.68e-03	0.00e+00	0.271542918718707	1.50298889141928	0.762736379473232	1	1.18e-01	0.00e+00
NM_011827	Hcst	chr7	30417711	30419854	-	1.81e+02	7.12e+01	1013.57128768201	1.47168377994514	0.0134391777600232	0.299640111347766	1.87e+00	5.23e-01
NM_011872	Klk7	chr7	43811293	43816387	+	4.35e-02	3.01e-01	5.70861543843545	-2.72984758176883	0.125590858801196	1	9.01e-01	0.00e+00
NM_011874	Psmc4	chr7	28041701	28050092	-	5.94e+01	7.37e+01	1689.41417209908	-0.198893012413726	0.655730837385927	0.999926082898195	1.83e-01	3.21e-05
NM_011875	Psmd13	chr7	140882393	140898642	+	3.37e+01	4.71e+01	1109.40339665707	-0.384259653252454	0.419736473005898	0.999926082898195	3.77e-01	3.21e-05
NM_011927	Ceacam9	chr7	16721928	16726110	+	0.00e+00	7.00e-02	0.823353581432086	-3.19719070191073	0.484080558871667	1	3.15e-01	0.00e+00
NM_011952	Mapk3	chr7	126759625	126765816	+	2.79e+01	3.42e+01	970.68357405188	-0.193112369859917	0.66031597972949	0.999926082898195	1.80e-01	3.21e-05
NM_011964	Psg19	chr7	18789124	18798510	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_011965	Psma1	chr7	114264549	114276116	-	6.34e+01	7.57e+01	1545.57349215936	-0.141756221301404	0.752124401626113	0.999926082898195	1.24e-01	3.21e-05
NM_011975	Rpl27a	chr7	109519194	109522369	+	2.35e+01	2.37e+01	468.049270669764	0.115575810592547	0.836269519304048	0.999926082898195	7.77e-02	3.21e-05
NM_011981	Zfp260	chr7	30095075	30107614	+	1.51e+01	1.67e+01	1052.65433339053	-0.0264680105920978	0.955822756338311	0.999926082898195	1.96e-02	3.21e-05
